coefficient,coupling_row_norm,estimate,name,reporting_multiplier,se_ambient,se_fixed_range,se_fixed_rank,sensitivity_0,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4
sundamage_gt5_1,2.0239785408720397,0.4878414296945185,skin_baseline_K4_bcc_first_cap730.5,1.0,0.19691623142524298,0.19063427163639887,0.19063427163639887,0.10876647302755381,2.0209842795989834,-0.0031735624250866998,0.009594174153681113,0.013394409030553322
treatment_0,0.481269517176327,0.12776160492469033,skin_baseline_K8_bcc_first_cap730.5,1.0,0.05351740206173913,0.05112658257907882,0.05112658257907882,0.48112771563923357,0.002270521982695288,0.0031705862608420693,-0.0010209719843834117,0.010964448723190598
baseline_Se20_0,0.0443065955715219,0.06817276149272199,skin_baseline_K8_bcc_first_cap730.5,1.0,0.018682083126393013,0.01941331767765118,0.01941331767765118,0.042903657068444165,0.0030238600565987354,-0.0016054028473179568,0.0011889563612461156,-0.010450643813599624
history_none_0,2.5387491658342127,-1.276824415885623,skin_baseline_K8_bcc_first_cap730.5,1.0,0.30205669414656156,0.28672124434561086,0.28672124434561086,2.537514194472349,-0.007650005763982387,-0.07809141197051779,-0.00014629306910850825,0.010593736916546307
history_SCC_only_0,3.340637041736743,-1.2231242919126644,skin_baseline_K8_bcc_first_cap730.5,1.0,0.10773676119473904,0.09329698620612024,0.09329698620612024,3.339846545588923,0.004124666472869513,-0.07254402722997189,0.0009966689459028654,-0.0005044126427635234
history_both_0,0.36920670462938243,-0.060642216957808484,skin_baseline_K8_bcc_first_cap730.5,1.0,0.10744481792610666,0.106601611160257,0.106601611160257,-0.3685147421327701,-0.011848169013387281,-0.018881991610764256,-0.0003547539379861831,0.003666197974841482
AK_gt2_0,6.81560150421269,0.3236669311425405,skin_baseline_K8_bcc_first_cap730.5,1.0,0.09973272173938827,0.05429386216237324,0.05429386216237324,-6.81558716946103,0.0024611976858592405,-0.00013921726425875823,-0.001104833121853466,0.013715034551630017
age10_0,0.29682661779143144,-0.050485349798954374,skin_baseline_K8_bcc_first_cap730.5,1.0,0.06498610251326267,0.06517573482865002,0.06517573482865002,-0.29663698826303075,-0.0019435585177308334,0.010413329202220451,-0.00013701714128124882,0.0005519105510947424
male_0,0.9776044729798632,0.2642703999060345,skin_baseline_K8_bcc_first_cap730.5,1.0,0.11124331474551691,0.11139311788807303,0.11139311788807303,0.9754719661608862,0.013988890347317198,0.061497662045843296,0.0011368248104528802,-0.013638363668251186
drink_gt2_0,2.389898267388059,0.14981262484034388,skin_baseline_K8_bcc_first_cap730.5,1.0,0.07866284412408925,0.06156445709818515,0.06156445709818515,-2.389859499636942,-0.0031290799968236274,0.008849456422006097,-0.0014385883079835208,0.009753302138265231
