case,stratum,method,parameter,attempted,accepted,stratum_n,valid,covered,coverage,coverage_mcse,bias,empirical_sd,mean_se,median_se,sd_mean_se_ratio,sd_median_se_ratio
skin_rich_design,all_accepted,fixed_rank,history_SCC_only_0,100,98,98,98,80,0.8163265306122449,0.039114891734690196,-0.04163692276512092,0.1259226407793617,0.09457851613491912,0.0928970369765823,1.331408505074548,1.3555076122729788
skin_rich_design,all_accepted,fixed_rank,history_SCC_only_1,100,98,98,98,83,0.8469387755102041,0.03637018935823512,0.028885853515426056,0.15619981686580123,0.1242721390760321,0.12031290644975448,1.256917423544429,1.2982798061738619
skin_rich_design,all_accepted,fixed_rank,history_both_0,100,98,98,98,82,0.8367346938775511,0.03733600138444809,-0.003834345208902606,0.07874540932722379,0.060424113727677496,0.05447698883134214,1.3032116562291283,1.4454802113056469
skin_rich_design,all_accepted,fixed_rank,history_both_1,100,98,98,98,88,0.8979591836734694,0.03057751743936302,0.025489384577477105,0.14530834228962217,0.12515977725129454,0.12398192883281542,1.1609827492571638,1.1720122735432237
skin_rich_design,all_accepted,fixed_rank,history_none_0,100,98,98,98,81,0.826530612244898,0.03824968444140503,-0.1107902075691826,0.36453435189668276,0.2691389591981281,0.26852692262797284,1.3544466136852704,1.3575337188879275
skin_rich_design,all_accepted,fixed_rank,history_none_1,100,98,98,98,78,0.7959183673469388,0.04071207009845173,-0.22477103691366962,0.646313748016807,0.4008619130441686,0.37151304342786495,1.6123101920775234,1.7396798294170763
skin_rich_design,all_accepted,fixed_rank,male_0,100,98,98,98,79,0.8061224489795918,0.03993477414519745,-0.002743441722088988,0.07892695179407372,0.06546067791320893,0.0619918610149289,1.2057154662944225,1.273182487214999
skin_rich_design,all_accepted,fixed_rank,male_1,100,98,98,98,86,0.8775510204081632,0.033113168197086144,-0.0024830217089210817,0.17414813463902698,0.12480702001142946,0.11545921004744131,1.3953392575439987,1.5083087314339916
skin_rich_design,all_accepted,fixed_rank,sundamage_gt5_0,100,98,98,98,80,0.8163265306122449,0.039114891734690196,-0.011521428562388338,0.07105449821401813,0.0602231422684416,0.05819744286851905,1.1798537163221459,1.220921310486889
skin_rich_design,all_accepted,fixed_rank,sundamage_gt5_1,100,98,98,98,82,0.8367346938775511,0.03733600138444809,-0.014896762271561273,0.12346073416245279,0.09757655019326751,0.09306924894204907,1.265270538033135,1.3265470127445362
skin_rich_design,all_accepted,fixed_rank,treatment_0,100,98,98,98,86,0.8775510204081632,0.033113168197086144,0.006267233391770187,0.06417150508477507,0.051235509345886145,0.05387520884675272,1.2524810605777181,1.1911138064876932
skin_rich_design,all_accepted,fixed_rank,treatment_1,100,98,98,98,83,0.8469387755102041,0.03637018935823512,0.0009602202731124632,0.11018906012965379,0.09356877220559266,0.09232578950783196,1.177626440235236,1.1934808325717756
skin_rich_design,interior,ambient,AK_gt2_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.019924813284987516,0.07004054510734452,0.06845704806813185,0.06721334488039557,1.0231312492124505,1.0420630788719096
skin_rich_design,interior,ambient,AK_gt2_1,100,98,12,12,9,0.75,0.125,-0.0395925058533025,0.18592256505656157,0.12179114908251154,0.1191318366165713,1.526568773323602,1.56064550280508
skin_rich_design,interior,ambient,age10_0,100,98,12,12,9,0.75,0.125,-0.011068872299229376,0.036724478397545765,0.027789792189595684,0.02926874549119797,1.3215096445123893,1.2547335999962816
skin_rich_design,interior,ambient,age10_1,100,98,12,12,9,0.75,0.125,-0.01511485759047537,0.07189387456638194,0.048361972446352486,0.03729959947550082,1.4865786263398,1.9274704173057777
skin_rich_design,interior,ambient,baseline_Se20_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.0005634918845135924,0.024923290231128128,0.022712890237236757,0.02254864336989256,1.09731918618915,1.105312183189089
skin_rich_design,interior,ambient,baseline_Se20_1,100,98,12,12,12,1.0,0.0,-0.006093844163575332,0.030117431692174627,0.046904292554320624,0.045905169108682614,0.6421039536476355,0.6560793103903008
skin_rich_design,interior,ambient,drink_gt2_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.015867363213587296,0.06929046624755664,0.07480345211803749,0.07564820109206286,0.9263003816751461,0.915956562711003
skin_rich_design,interior,ambient,drink_gt2_1,100,98,12,12,10,0.8333333333333334,0.1075828707279838,0.04865550728759744,0.09190444282479594,0.1035451743250993,0.10742532541431515,0.8875782326296046,0.8555193337357027
skin_rich_design,interior,ambient,history_SCC_only_0,100,98,12,12,9,0.75,0.125,-0.05784902339363709,0.10915748863757598,0.10104073592593239,0.10620884067046046,1.0803314884562356,1.0277627356489507
skin_rich_design,interior,ambient,history_SCC_only_1,100,98,12,12,11,0.9166666666666666,0.07978559231302819,-0.042884622590618184,0.15220417928197055,0.12234449844507174,0.10644143515660454,1.2440623094327754,1.4299335503888733
skin_rich_design,interior,ambient,history_both_0,100,98,12,12,10,0.8333333333333334,0.1075828707279838,-0.0055367878278431175,0.07410695363259383,0.06282773357726874,0.057550816440998145,1.1795261330166131,1.2876785806951887
skin_rich_design,interior,ambient,history_both_1,100,98,12,12,9,0.75,0.125,-0.024555863290693914,0.15222029637414236,0.12282762081423222,0.12238614345123243,1.239300210857006,1.2437706760062919
skin_rich_design,interior,ambient,history_none_0,100,98,12,12,9,0.75,0.125,-0.23312891684552708,0.3186072727299458,0.29152271223709775,0.29557887013298967,1.0929072053597662,1.0779095020783962
skin_rich_design,interior,ambient,history_none_1,100,98,12,12,11,0.9166666666666666,0.07978559231302819,-0.31098802640639833,0.42826067146436675,0.3722751269526851,0.38235083909645495,1.1503875506536252,1.1200725293983995
skin_rich_design,interior,ambient,male_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.010331172060555128,0.05203337330197077,0.06755029909985795,0.06117605755937835,0.7702907906455175,0.8505512675684673
skin_rich_design,interior,ambient,male_1,100,98,12,12,10,0.8333333333333334,0.1075828707279838,-0.07459265540488828,0.24104905210828562,0.13169081876553493,0.11536185308350927,1.8304165344848706,2.0895039882359785
skin_rich_design,interior,ambient,sundamage_gt5_0,100,98,12,12,10,0.8333333333333334,0.1075828707279838,-0.04432578163765024,0.04706066500687349,0.07369303320013826,0.06714177797538938,0.6386039895937571,0.7009147869769465
skin_rich_design,interior,ambient,sundamage_gt5_1,100,98,12,12,10,0.8333333333333334,0.1075828707279838,0.0028779821038150827,0.14863947485585544,0.09042312282307097,0.0924340586027452,1.643821516170097,1.6080595951613985
skin_rich_design,interior,ambient,treatment_0,100,98,12,12,10,0.8333333333333334,0.1075828707279838,0.007961251157221173,0.07433320220179944,0.048751322695228416,0.05295428496042994,1.5247422652816531,1.4037240283264119
skin_rich_design,interior,ambient,treatment_1,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.015277978426857302,0.061939793426945305,0.0988454443053261,0.09966673609740102,0.6266327584670263,0.6214690663333611
skin_rich_design,interior,fixed_range,AK_gt2_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.019924813284987516,0.07004054510734452,0.06845704806813185,0.06721334488039557,1.0231312492124505,1.0420630788719096
skin_rich_design,interior,fixed_range,AK_gt2_1,100,98,12,12,9,0.75,0.125,-0.0395925058533025,0.18592256505656157,0.12179114908251154,0.1191318366165713,1.526568773323602,1.56064550280508
skin_rich_design,interior,fixed_range,age10_0,100,98,12,12,9,0.75,0.125,-0.011068872299229376,0.036724478397545765,0.027789792189595684,0.02926874549119797,1.3215096445123893,1.2547335999962816
skin_rich_design,interior,fixed_range,age10_1,100,98,12,12,9,0.75,0.125,-0.01511485759047537,0.07189387456638194,0.048361972446352486,0.03729959947550082,1.4865786263398,1.9274704173057777
skin_rich_design,interior,fixed_range,baseline_Se20_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.0005634918845135924,0.024923290231128128,0.022712890237236757,0.02254864336989256,1.09731918618915,1.105312183189089
skin_rich_design,interior,fixed_range,baseline_Se20_1,100,98,12,12,12,1.0,0.0,-0.006093844163575332,0.030117431692174627,0.046904292554320624,0.045905169108682614,0.6421039536476355,0.6560793103903008
skin_rich_design,interior,fixed_range,drink_gt2_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.015867363213587296,0.06929046624755664,0.07480345211803749,0.07564820109206286,0.9263003816751461,0.915956562711003
skin_rich_design,interior,fixed_range,drink_gt2_1,100,98,12,12,10,0.8333333333333334,0.1075828707279838,0.04865550728759744,0.09190444282479594,0.1035451743250993,0.10742532541431515,0.8875782326296046,0.8555193337357027
skin_rich_design,interior,fixed_range,history_SCC_only_0,100,98,12,12,9,0.75,0.125,-0.05784902339363709,0.10915748863757598,0.10104073592593239,0.10620884067046046,1.0803314884562356,1.0277627356489507
skin_rich_design,interior,fixed_range,history_SCC_only_1,100,98,12,12,11,0.9166666666666666,0.07978559231302819,-0.042884622590618184,0.15220417928197055,0.12234449844507174,0.10644143515660454,1.2440623094327754,1.4299335503888733
skin_rich_design,interior,fixed_range,history_both_0,100,98,12,12,10,0.8333333333333334,0.1075828707279838,-0.0055367878278431175,0.07410695363259383,0.06282773357726874,0.057550816440998145,1.1795261330166131,1.2876785806951887
skin_rich_design,interior,fixed_range,history_both_1,100,98,12,12,9,0.75,0.125,-0.024555863290693914,0.15222029637414236,0.12282762081423222,0.12238614345123243,1.239300210857006,1.2437706760062919
skin_rich_design,interior,fixed_range,history_none_0,100,98,12,12,9,0.75,0.125,-0.23312891684552708,0.3186072727299458,0.29152271223709775,0.29557887013298967,1.0929072053597662,1.0779095020783962
skin_rich_design,interior,fixed_range,history_none_1,100,98,12,12,11,0.9166666666666666,0.07978559231302819,-0.31098802640639833,0.42826067146436675,0.3722751269526851,0.38235083909645495,1.1503875506536252,1.1200725293983995
skin_rich_design,interior,fixed_range,male_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.010331172060555128,0.05203337330197077,0.06755029909985795,0.06117605755937835,0.7702907906455175,0.8505512675684673
skin_rich_design,interior,fixed_range,male_1,100,98,12,12,10,0.8333333333333334,0.1075828707279838,-0.07459265540488828,0.24104905210828562,0.13169081876553493,0.11536185308350927,1.8304165344848706,2.0895039882359785
skin_rich_design,interior,fixed_range,sundamage_gt5_0,100,98,12,12,10,0.8333333333333334,0.1075828707279838,-0.04432578163765024,0.04706066500687349,0.07369303320013826,0.06714177797538938,0.6386039895937571,0.7009147869769465
skin_rich_design,interior,fixed_range,sundamage_gt5_1,100,98,12,12,10,0.8333333333333334,0.1075828707279838,0.0028779821038150827,0.14863947485585544,0.09042312282307097,0.0924340586027452,1.643821516170097,1.6080595951613985
skin_rich_design,interior,fixed_range,treatment_0,100,98,12,12,10,0.8333333333333334,0.1075828707279838,0.007961251157221173,0.07433320220179944,0.048751322695228416,0.05295428496042994,1.5247422652816531,1.4037240283264119
skin_rich_design,interior,fixed_range,treatment_1,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.015277978426857302,0.061939793426945305,0.0988454443053261,0.09966673609740102,0.6266327584670263,0.6214690663333611
skin_rich_design,interior,fixed_rank,AK_gt2_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.019924813284987516,0.07004054510734452,0.06845704806813185,0.06721334488039557,1.0231312492124505,1.0420630788719096
skin_rich_design,interior,fixed_rank,AK_gt2_1,100,98,12,12,9,0.75,0.125,-0.0395925058533025,0.18592256505656157,0.12179114908251154,0.1191318366165713,1.526568773323602,1.56064550280508
skin_rich_design,interior,fixed_rank,age10_0,100,98,12,12,9,0.75,0.125,-0.011068872299229376,0.036724478397545765,0.027789792189595684,0.02926874549119797,1.3215096445123893,1.2547335999962816
skin_rich_design,interior,fixed_rank,age10_1,100,98,12,12,9,0.75,0.125,-0.01511485759047537,0.07189387456638194,0.048361972446352486,0.03729959947550082,1.4865786263398,1.9274704173057777
skin_rich_design,interior,fixed_rank,baseline_Se20_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.0005634918845135924,0.024923290231128128,0.022712890237236757,0.02254864336989256,1.09731918618915,1.105312183189089
skin_rich_design,interior,fixed_rank,baseline_Se20_1,100,98,12,12,12,1.0,0.0,-0.006093844163575332,0.030117431692174627,0.046904292554320624,0.045905169108682614,0.6421039536476355,0.6560793103903008
skin_rich_design,interior,fixed_rank,drink_gt2_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.015867363213587296,0.06929046624755664,0.07480345211803749,0.07564820109206286,0.9263003816751461,0.915956562711003
skin_rich_design,interior,fixed_rank,drink_gt2_1,100,98,12,12,10,0.8333333333333334,0.1075828707279838,0.04865550728759744,0.09190444282479594,0.1035451743250993,0.10742532541431515,0.8875782326296046,0.8555193337357027
skin_rich_design,interior,fixed_rank,history_SCC_only_0,100,98,12,12,9,0.75,0.125,-0.05784902339363709,0.10915748863757598,0.10104073592593239,0.10620884067046046,1.0803314884562356,1.0277627356489507
skin_rich_design,interior,fixed_rank,history_SCC_only_1,100,98,12,12,11,0.9166666666666666,0.07978559231302819,-0.042884622590618184,0.15220417928197055,0.12234449844507174,0.10644143515660454,1.2440623094327754,1.4299335503888733
skin_rich_design,interior,fixed_rank,history_both_0,100,98,12,12,10,0.8333333333333334,0.1075828707279838,-0.0055367878278431175,0.07410695363259383,0.06282773357726874,0.057550816440998145,1.1795261330166131,1.2876785806951887
skin_rich_design,interior,fixed_rank,history_both_1,100,98,12,12,9,0.75,0.125,-0.024555863290693914,0.15222029637414236,0.12282762081423222,0.12238614345123243,1.239300210857006,1.2437706760062919
skin_rich_design,interior,fixed_rank,history_none_0,100,98,12,12,9,0.75,0.125,-0.23312891684552708,0.3186072727299458,0.29152271223709775,0.29557887013298967,1.0929072053597662,1.0779095020783962
skin_rich_design,interior,fixed_rank,history_none_1,100,98,12,12,11,0.9166666666666666,0.07978559231302819,-0.31098802640639833,0.42826067146436675,0.3722751269526851,0.38235083909645495,1.1503875506536252,1.1200725293983995
skin_rich_design,interior,fixed_rank,male_0,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.010331172060555128,0.05203337330197077,0.06755029909985795,0.06117605755937835,0.7702907906455175,0.8505512675684673
skin_rich_design,interior,fixed_rank,male_1,100,98,12,12,10,0.8333333333333334,0.1075828707279838,-0.07459265540488828,0.24104905210828562,0.13169081876553493,0.11536185308350927,1.8304165344848706,2.0895039882359785
skin_rich_design,interior,fixed_rank,sundamage_gt5_0,100,98,12,12,10,0.8333333333333334,0.1075828707279838,-0.04432578163765024,0.04706066500687349,0.07369303320013826,0.06714177797538938,0.6386039895937571,0.7009147869769465
skin_rich_design,interior,fixed_rank,sundamage_gt5_1,100,98,12,12,10,0.8333333333333334,0.1075828707279838,0.0028779821038150827,0.14863947485585544,0.09042312282307097,0.0924340586027452,1.643821516170097,1.6080595951613985
skin_rich_design,interior,fixed_rank,treatment_0,100,98,12,12,10,0.8333333333333334,0.1075828707279838,0.007961251157221173,0.07433320220179944,0.048751322695228416,0.05295428496042994,1.5247422652816531,1.4037240283264119
skin_rich_design,interior,fixed_rank,treatment_1,100,98,12,12,11,0.9166666666666666,0.07978559231302819,0.015277978426857302,0.061939793426945305,0.0988454443053261,0.09966673609740102,0.6266327584670263,0.6214690663333611
skin_rich_design,boundary,ambient,AK_gt2_0,100,98,86,86,72,0.8372093023255814,0.03980912108075272,0.00012386862421690734,0.08465080736911518,0.09678997938348002,0.06960331786901842,0.8745823473495156,1.216189255926184
skin_rich_design,boundary,ambient,AK_gt2_1,100,98,86,86,67,0.7790697674418605,0.04473696573850022,0.029379134549312135,0.14922252040046688,0.13722995551869782,0.1058858631227001,1.0873902846972434,1.409277083830808
skin_rich_design,boundary,ambient,age10_0,100,98,86,86,71,0.8255813953488372,0.04091919930942524,-0.002770015132666034,0.031285438661927796,0.028497330970808133,0.026699450378222862,1.0978375025357892,1.1717633965770864
skin_rich_design,boundary,ambient,age10_1,100,98,86,86,66,0.7674418604651163,0.04555533962409834,-0.010374077703469917,0.07640738459053682,0.054083231583570084,0.05020677090472596,1.4127740216941582,1.5218541884625487
skin_rich_design,boundary,ambient,baseline_Se20_0,100,98,86,86,78,0.9069767441860465,0.03132164896824286,-0.00015183892520090602,0.02934569956462368,0.028459514162621973,0.025670301094902842,1.0311384585463375,1.1431770689456633
skin_rich_design,boundary,ambient,baseline_Se20_1,100,98,86,86,70,0.813953488372093,0.04196249808820081,0.009558079707474808,0.04979611672708327,0.04507749788350506,0.04246511709353794,1.1046779228024735,1.1726358040505889
skin_rich_design,boundary,ambient,drink_gt2_0,100,98,86,86,77,0.8953488372093024,0.03300797946467105,-0.009192403382011792,0.06949168706840275,0.07207966182399979,0.06412482594298621,0.9640956312764589,1.0836939679210709
skin_rich_design,boundary,ambient,drink_gt2_1,100,98,86,86,76,0.8837209302325582,0.034566795416494954,-0.003680594993253773,0.1298526863046619,0.11883109588173933,0.10911166095509482,1.0927500528472047,1.1900899057718781
skin_rich_design,boundary,ambient,history_SCC_only_0,100,98,86,86,70,0.813953488372093,0.04196249808820081,-0.0393747691890489,0.12849438548052752,0.11568993107118693,0.09761239827005827,1.1106790737169832,1.3163736139852844
skin_rich_design,boundary,ambient,history_SCC_only_1,100,98,86,86,74,0.8604651162790697,0.03736446825184614,0.03890033855347873,0.15497168429137057,0.139909189665533,0.1244005457694539,1.1076590798777834,1.2457476237971883
skin_rich_design,boundary,ambient,history_both_0,100,98,86,86,74,0.8604651162790697,0.03736446825184614,-0.0035967950760271874,0.07978143315488558,0.06688900356324326,0.058265707001623146,1.1927436335548425,1.3692691166119901
skin_rich_design,boundary,ambient,history_both_1,100,98,86,86,78,0.9069767441860465,0.03132164896824286,0.032472442419547484,0.14385363221532735,0.130223112659667,0.12556388792985534,1.1046705095376055,1.1456608630635055
skin_rich_design,boundary,ambient,history_none_0,100,98,86,86,73,0.8488372093023255,0.03862650635373264,-0.09371968999573918,0.368918853105961,0.27768585646857713,0.27393814860200577,1.328547509756615,1.3467231745146568
skin_rich_design,boundary,ambient,history_none_1,100,98,86,86,70,0.813953488372093,0.04196249808820081,-0.21274075931003308,0.6721331754577948,0.4131436121619118,0.37637529664425284,1.6268753907161573,1.7858057674095709
skin_rich_design,boundary,ambient,male_0,100,98,86,86,73,0.8488372093023255,0.03862650635373264,-0.004567806435946305,0.08204290189089483,0.07201189018672159,0.06653496900446831,1.1392966033548564,1.2330794335439617
skin_rich_design,boundary,ambient,male_1,100,98,86,86,80,0.9302325581395349,0.027470903405517135,0.00757878764400458,0.16202829196608118,0.1357068850195342,0.11992947332575421,1.1939577858762151,1.3510297967037472
skin_rich_design,boundary,ambient,sundamage_gt5_0,100,98,86,86,74,0.8604651162790697,0.03736446825184614,-0.006944076970491325,0.07281328149160961,0.07521089678665795,0.06277514553160453,0.96812143721874,1.159906215668609
skin_rich_design,boundary,ambient,sundamage_gt5_1,100,98,86,86,73,0.8488372093023255,0.03862650635373264,-0.017376959161148665,0.12035128407506007,0.11928322298775346,0.1051490846366574,1.0089539925276523,1.1445775727951781
skin_rich_design,boundary,ambient,treatment_0,100,98,86,86,76,0.8837209302325582,0.034566795416494954,0.006030858819846795,0.06311756951424019,0.05156968522541738,0.053240344148119435,1.22392776373068,1.1855214410079962
skin_rich_design,boundary,ambient,treatment_1,100,98,86,86,72,0.8372093023255814,0.03980912108075272,-0.0010376064460147238,0.11543946012170529,0.0930961928371517,0.08762356566566266,1.2400019442646544,1.3174476437329339
skin_rich_design,boundary,fixed_range,AK_gt2_0,100,98,86,86,69,0.8023255813953488,0.042943884806284104,0.00012386862421690734,0.08465080736911518,0.06674468333114444,0.06505472899941657,1.2682779083561158,1.301224502370525
skin_rich_design,boundary,fixed_range,AK_gt2_1,100,98,86,86,63,0.7325581395348837,0.047729459448611705,0.029379134549312135,0.14922252040046688,0.10290342890566445,0.0981277106852208,1.4501219443062965,1.5206970524274297
skin_rich_design,boundary,fixed_range,age10_0,100,98,86,86,71,0.8255813953488372,0.04091919930942524,-0.002770015132666034,0.031285438661927796,0.02667867861378528,0.025928205444820124,1.1726757203695288,1.2066179716335874
skin_rich_design,boundary,fixed_range,age10_1,100,98,86,86,66,0.7674418604651163,0.04555533962409834,-0.010374077703469917,0.07640738459053682,0.05414458688524921,0.05051867299775199,1.4111731012459299,1.5124582665490212
skin_rich_design,boundary,fixed_range,baseline_Se20_0,100,98,86,86,76,0.8837209302325582,0.034566795416494954,-0.00015183892520090602,0.02934569956462368,0.0250465902187893,0.023178321788985,1.1716444956491243,1.2660838792293234
skin_rich_design,boundary,fixed_range,baseline_Se20_1,100,98,86,86,69,0.8023255813953488,0.042943884806284104,0.009558079707474808,0.04979611672708327,0.04222104677136703,0.0406028439892922,1.1794145464165378,1.2264194286541976
skin_rich_design,boundary,fixed_range,drink_gt2_0,100,98,86,86,76,0.8837209302325582,0.034566795416494954,-0.009192403382011792,0.06949168706840275,0.06387382984011845,0.060553406957109784,1.0879524093411381,1.1476098631019058
skin_rich_design,boundary,fixed_range,drink_gt2_1,100,98,86,86,74,0.8604651162790697,0.03736446825184614,-0.003680594993253773,0.1298526863046619,0.11421748197556403,0.10694559395570566,1.136889765547825,1.2141938858971957
skin_rich_design,boundary,fixed_range,history_SCC_only_0,100,98,86,86,71,0.8255813953488372,0.04091919930942524,-0.0393747691890489,0.12849438548052752,0.093676811047801,0.09228720397875784,1.3716776227038725,1.392331546961848
skin_rich_design,boundary,fixed_range,history_SCC_only_1,100,98,86,86,72,0.8372093023255814,0.03980912108075272,0.03890033855347873,0.15497168429137057,0.12454111218732888,0.12212807291982139,1.2443415798171888,1.2689276149727788
skin_rich_design,boundary,fixed_range,history_both_0,100,98,86,86,72,0.8372093023255814,0.03980912108075272,-0.0035967950760271874,0.07978143315488558,0.060088724911455456,0.054047586254660766,1.327727177976377,1.4761331390262717
skin_rich_design,boundary,fixed_range,history_both_1,100,98,86,86,79,0.9186046511627907,0.029485933979015562,0.032472442419547484,0.14385363221532735,0.12548519442855907,0.12398192883281542,1.1463793228389645,1.1602790307392952
skin_rich_design,boundary,fixed_range,history_none_0,100,98,86,86,72,0.8372093023255814,0.03980912108075272,-0.09371968999573918,0.368918853105961,0.2660156448205974,0.2556130064375533,1.3868314149521626,1.4432710535646727
skin_rich_design,boundary,fixed_range,history_none_1,100,98,86,86,67,0.7790697674418605,0.04473696573850022,-0.21274075931003308,0.6721331754577948,0.40485076691739885,0.3646597299326543,1.6601998325840623,1.8431790523782954
skin_rich_design,boundary,fixed_range,male_0,100,98,86,86,68,0.7906976744186046,0.04386751487700089,-0.004567806435946305,0.08204290189089483,0.06516910286390908,0.06272833277492666,1.2589232977815095,1.3079082172528018
skin_rich_design,boundary,fixed_range,male_1,100,98,86,86,76,0.8837209302325582,0.034566795416494954,0.00757878764400458,0.16202829196608118,0.12384648995271706,0.11545921004744131,1.308299428009154,1.4033379571842297
skin_rich_design,boundary,fixed_range,sundamage_gt5_0,100,98,86,86,70,0.813953488372093,0.04196249808820081,-0.006944076970491325,0.07281328149160961,0.058343622603553705,0.05604940476652935,1.248007549794732,1.2990910750062243
skin_rich_design,boundary,fixed_range,sundamage_gt5_1,100,98,86,86,72,0.8372093023255814,0.03980912108075272,-0.017376959161148665,0.12035128407506007,0.09857470284957401,0.0937758375491129,1.2209145003329844,1.2833933262609243
skin_rich_design,boundary,fixed_range,treatment_0,100,98,86,86,76,0.8837209302325582,0.034566795416494954,0.006030858819846795,0.06311756951424019,0.051582140041326746,0.05425781053122581,1.2236322390593226,1.1632900202988383
skin_rich_design,boundary,fixed_range,treatment_1,100,98,86,86,72,0.8372093023255814,0.03980912108075272,-0.0010376064460147238,0.11543946012170529,0.09283249237772288,0.09189801754478388,1.2435243002202043,1.2561692102383946
skin_rich_design,boundary,fixed_rank,AK_gt2_0,100,98,86,86,69,0.8023255813953488,0.042943884806284104,0.00012386862421690734,0.08465080736911518,0.06674468333114444,0.06505472899941657,1.2682779083561158,1.301224502370525
skin_rich_design,boundary,fixed_rank,AK_gt2_1,100,98,86,86,63,0.7325581395348837,0.047729459448611705,0.029379134549312135,0.14922252040046688,0.10290342890566445,0.0981277106852208,1.4501219443062965,1.5206970524274297
skin_rich_design,boundary,fixed_rank,age10_0,100,98,86,86,71,0.8255813953488372,0.04091919930942524,-0.002770015132666034,0.031285438661927796,0.02667867861378528,0.025928205444820124,1.1726757203695288,1.2066179716335874
skin_rich_design,boundary,fixed_rank,age10_1,100,98,86,86,66,0.7674418604651163,0.04555533962409834,-0.010374077703469917,0.07640738459053682,0.05414458688524921,0.05051867299775199,1.4111731012459299,1.5124582665490212
skin_rich_design,boundary,fixed_rank,baseline_Se20_0,100,98,86,86,76,0.8837209302325582,0.034566795416494954,-0.00015183892520090602,0.02934569956462368,0.0250465902187893,0.023178321788985,1.1716444956491243,1.2660838792293234
skin_rich_design,boundary,fixed_rank,baseline_Se20_1,100,98,86,86,69,0.8023255813953488,0.042943884806284104,0.009558079707474808,0.04979611672708327,0.04222104677136703,0.0406028439892922,1.1794145464165378,1.2264194286541976
skin_rich_design,boundary,fixed_rank,drink_gt2_0,100,98,86,86,76,0.8837209302325582,0.034566795416494954,-0.009192403382011792,0.06949168706840275,0.06387382984011845,0.060553406957109784,1.0879524093411381,1.1476098631019058
skin_rich_design,boundary,fixed_rank,drink_gt2_1,100,98,86,86,74,0.8604651162790697,0.03736446825184614,-0.003680594993253773,0.1298526863046619,0.11421748197556403,0.10694559395570566,1.136889765547825,1.2141938858971957
skin_rich_design,boundary,fixed_rank,history_SCC_only_0,100,98,86,86,71,0.8255813953488372,0.04091919930942524,-0.0393747691890489,0.12849438548052752,0.093676811047801,0.09228720397875784,1.3716776227038725,1.392331546961848
skin_rich_design,boundary,fixed_rank,history_SCC_only_1,100,98,86,86,72,0.8372093023255814,0.03980912108075272,0.03890033855347873,0.15497168429137057,0.12454111218732888,0.12212807291982139,1.2443415798171888,1.2689276149727788
skin_rich_design,boundary,fixed_rank,history_both_0,100,98,86,86,72,0.8372093023255814,0.03980912108075272,-0.0035967950760271874,0.07978143315488558,0.060088724911455456,0.054047586254660766,1.327727177976377,1.4761331390262717
skin_rich_design,boundary,fixed_rank,history_both_1,100,98,86,86,79,0.9186046511627907,0.029485933979015562,0.032472442419547484,0.14385363221532735,0.12548519442855907,0.12398192883281542,1.1463793228389645,1.1602790307392952
skin_rich_design,boundary,fixed_rank,history_none_0,100,98,86,86,72,0.8372093023255814,0.03980912108075272,-0.09371968999573918,0.368918853105961,0.2660156448205974,0.2556130064375533,1.3868314149521626,1.4432710535646727
skin_rich_design,boundary,fixed_rank,history_none_1,100,98,86,86,67,0.7790697674418605,0.04473696573850022,-0.21274075931003308,0.6721331754577948,0.40485076691739885,0.3646597299326543,1.6601998325840623,1.8431790523782954
skin_rich_design,boundary,fixed_rank,male_0,100,98,86,86,68,0.7906976744186046,0.04386751487700089,-0.004567806435946305,0.08204290189089483,0.06516910286390908,0.06272833277492666,1.2589232977815095,1.3079082172528018
skin_rich_design,boundary,fixed_rank,male_1,100,98,86,86,76,0.8837209302325582,0.034566795416494954,0.00757878764400458,0.16202829196608118,0.12384648995271706,0.11545921004744131,1.308299428009154,1.4033379571842297
skin_rich_design,boundary,fixed_rank,sundamage_gt5_0,100,98,86,86,70,0.813953488372093,0.04196249808820081,-0.006944076970491325,0.07281328149160961,0.058343622603553705,0.05604940476652935,1.248007549794732,1.2990910750062243
skin_rich_design,boundary,fixed_rank,sundamage_gt5_1,100,98,86,86,72,0.8372093023255814,0.03980912108075272,-0.017376959161148665,0.12035128407506007,0.09857470284957401,0.0937758375491129,1.2209145003329844,1.2833933262609243
skin_rich_design,boundary,fixed_rank,treatment_0,100,98,86,86,76,0.8837209302325582,0.034566795416494954,0.006030858819846795,0.06311756951424019,0.051582140041326746,0.05425781053122581,1.2236322390593226,1.1632900202988383
