case,method,denominator,parameter,n,mean,mean_MCSE,truth,bias,bias_MCSE,RMSE,RMSE_MCSE,MSE,MSE_MCSE
cf_reference,projected_initial,certified_initial,nu0,200,0.28738646703467263,0.001223577791750038,0.4,-0.11261353296532739,0.001223577791750038,0.11392865832095626,0.0012242276807574591,0.012979739186813196,0.00027894923429614657
cf_reference,projected_initial,certified_initial,nu1,200,0.11046986032066097,0.0006895070066851251,0.06,0.050469860320660996,0.0006895070066851251,0.051398593009228756,0.0006885894186692595,0.0026418153633283393,7.078505456128539e-05
cf_reference,projected_initial,certified_initial,theta,200,-0.014042722598189785,0.00042321642577541804,-0.03,0.015957277401810212,0.00042321642577541804,0.017037547315987146,0.00042121942594049237,0.0002902780185445008,1.4353091799748165e-05
cf_reference,projected_initial,certified_initial,cumulative_relative_0,200,1.088119258805258,0.007596568713839181,1.0,0.08811925880525795,0.007596568713839181,0.138740286726603,0.0073380658140732085,0.019248867160980006,0.0020361707101264007
cf_reference,projected_initial,certified_initial,baseline_relative_ISE_0,200,0.04944468299415495,0.0028963974434860654,,,,,,,
cf_reference,projected_initial,certified_initial,cumulative_relative_1,200,3.3316014088024195,0.059298762801758984,1.0,2.3316014088024195,0.059298762801758984,2.477118777980471,0.06640429816139358,6.1361174402234635,0.32898266782840424
cf_reference,projected_initial,certified_initial,baseline_relative_ISE_1,200,8.958280642652257,0.5518207187076684,,,,,,,
cf_reference,projected_initial,certified_initial,prediction_mse,200,0.27188697157172553,0.0009097238606163872,,,,,,,
cf_reference,projected_initial,certified_initial,negative_prediction_fraction,200,0.0,0.0,,,,,,,
cf_reference,fallback,certified_initial,treatment_0,200,-0.36039723592768896,0.008288570402644534,-0.35,-0.010397235927688977,0.008288570402644534,0.11738603826492924,0.005172513903856792,0.013779481979535433,0.0012143618300880237
cf_reference,fallback,certified_initial,FEV10_0,200,-0.18059478111493577,0.0020416754113429525,-0.18,-0.000594781114935771,0.0020416754113429525,0.028807516782011683,0.0015807662404284544,0.0008298730231458848,9.107589999916043e-05
cf_reference,fallback,certified_initial,treatment_1,200,0.044848508067383504,0.008604872704648403,0.05,-0.0051514919326164895,0.008604872704648403,0.1214959295100426,0.005896935972716765,0.014761260887509238,0.001432907434532861
cf_reference,fallback,certified_initial,FEV10_1,200,0.07826219773087029,0.001711533919114063,0.08,-0.0017378022691297195,0.001711533919114063,0.02420661644315255,0.001154366999144789,0.0005859602796259033,5.5886638365861826e-05
cf_reference,fallback,certified_initial,nu0,200,0.34516365957693373,0.009296782836534076,0.4,-0.054836340423066246,0.009296782836534076,0.1421500203370357,0.006346705160402379,0.02020662828181966,0.001804368535248735
cf_reference,fallback,certified_initial,nu1,200,0.03903770804680154,0.003558401173661192,0.06,-0.02096229195319846,0.0035584011736611914,0.0543985224759008,0.0028888202260192873,0.002959199247561085,0.00031429510398789406
cf_reference,fallback,certified_initial,theta,200,-0.0008989561134322199,0.004438866145407828,-0.03,0.029101043886567785,0.004438866145407828,0.06904979184617899,0.004119670783087189,0.0047678737540006455,0.0005689248200939111
cf_reference,fallback,certified_initial,cumulative_relative_0,200,0.9962905794934304,0.006486914825040476,1.0,-0.003709420506569709,0.006486914825040476,0.09158434651190787,0.0047634233360758765,0.008387692526013213,0.0008725100267881625
cf_reference,fallback,certified_initial,baseline_relative_ISE_0,200,0.02278617067183043,0.0011571002073391666,,,,,,,
cf_reference,fallback,certified_initial,cumulative_relative_1,200,0.9640448510641271,0.0087501589604538,1.0,-0.035955148935872844,0.0087501589604538,0.12856618458914298,0.006012424579496205,0.016529263819809584,0.001545988976631619
cf_reference,fallback,certified_initial,baseline_relative_ISE_1,200,0.04647924944158818,0.002702814020072114,,,,,,,
cf_reference,fallback,certified_initial,prediction_mse,200,0.1985921194886914,0.0006131518455226411,,,,,,,
cf_reference,fallback,certified_initial,negative_prediction_fraction,200,0.0,0.0,,,,,,,
cf_reference,initial,coupled_accepted,treatment_0,200,-0.3828676196240589,0.008800945601408162,-0.35,-0.03286761962405896,0.008800945601408162,0.12842956229802396,0.005638613632163181,0.016494152472062016,0.0014483293614927768
cf_reference,initial,coupled_accepted,FEV10_0,200,-0.1924529662676847,0.0021694199983785245,-0.18,-0.01245296626768471,0.0021694199983785245,0.0330400758414333,0.0018950212019044849,0.0010916466116076642,0.00012522328846409654
cf_reference,initial,coupled_accepted,treatment_1,200,0.08969002079847535,0.01124416751378474,0.05,0.039690020798475334,0.01124416751378474,0.16350879812265692,0.008135850472352053,0.026735127063515777,0.00266056626487987
cf_reference,initial,coupled_accepted,FEV10_1,200,0.1037873477396276,0.002242488318857579,0.08,0.02378734773962762,0.0022424883188575783,0.03957979194826942,0.0018002986709773215,0.0015665599306682924,0.00014251089368405665
cf_reference,initial,coupled_accepted,nu0,200,0.28738646703467263,0.0012235777917500377,0.4,-0.11261353296532739,0.0012235777917500377,0.11392865832095626,0.0012242276807574587,0.012979739186813196,0.00027894923429614646
cf_reference,initial,coupled_accepted,nu1,200,0.110469860320661,0.0006895070066851252,0.06,0.050469860320660996,0.0006895070066851252,0.051398593009228756,0.0006885894186692596,0.0026418153633283393,7.07850545612854e-05
cf_reference,initial,coupled_accepted,theta,200,-0.014042722598189788,0.0004232164257754181,-0.03,0.01595727740181021,0.0004232164257754181,0.017037547315987146,0.00042121942594049237,0.0002902780185445008,1.4353091799748165e-05
cf_reference,initial,coupled_accepted,cumulative_relative_0,200,1.088119258805258,0.007596568713839181,1.0,0.08811925880525795,0.007596568713839181,0.138740286726603,0.0073380658140732085,0.019248867160980006,0.0020361707101264007
cf_reference,initial,coupled_accepted,baseline_relative_ISE_0,200,0.04944468299415495,0.0028963974434860654,,,,,,,
cf_reference,initial,coupled_accepted,cumulative_relative_1,200,3.3316014088024195,0.059298762801758984,1.0,2.3316014088024195,0.059298762801758984,2.477118777980471,0.06640429816139358,6.1361174402234635,0.32898266782840424
cf_reference,initial,coupled_accepted,baseline_relative_ISE_1,200,8.958280642652257,0.5518207187076684,,,,,,,
cf_reference,initial,coupled_accepted,prediction_mse,200,0.27188697157172553,0.0009097238606163872,,,,,,,
cf_reference,initial,coupled_accepted,negative_prediction_fraction,200,0.0,0.0,,,,,,,
cf_reference,projected_initial,coupled_accepted,treatment_0,200,-0.3828676196240589,0.008800945601408162,-0.35,-0.03286761962405896,0.008800945601408162,0.12842956229802396,0.005638613632163181,0.016494152472062016,0.0014483293614927768
cf_reference,projected_initial,coupled_accepted,FEV10_0,200,-0.1924529662676847,0.0021694199983785245,-0.18,-0.01245296626768471,0.0021694199983785245,0.0330400758414333,0.0018950212019044849,0.0010916466116076642,0.00012522328846409654
cf_reference,projected_initial,coupled_accepted,treatment_1,200,0.08969002079847535,0.01124416751378474,0.05,0.039690020798475334,0.01124416751378474,0.16350879812265692,0.008135850472352053,0.026735127063515777,0.00266056626487987
cf_reference,projected_initial,coupled_accepted,FEV10_1,200,0.1037873477396276,0.002242488318857579,0.08,0.02378734773962762,0.0022424883188575783,0.03957979194826942,0.0018002986709773215,0.0015665599306682924,0.00014251089368405665
cf_reference,projected_initial,coupled_accepted,nu0,200,0.28738646703467263,0.001223577791750038,0.4,-0.11261353296532739,0.001223577791750038,0.11392865832095626,0.0012242276807574591,0.012979739186813196,0.00027894923429614657
cf_reference,projected_initial,coupled_accepted,nu1,200,0.11046986032066097,0.0006895070066851251,0.06,0.050469860320660996,0.0006895070066851251,0.051398593009228756,0.0006885894186692595,0.0026418153633283393,7.078505456128539e-05
cf_reference,projected_initial,coupled_accepted,theta,200,-0.014042722598189785,0.00042321642577541804,-0.03,0.015957277401810212,0.00042321642577541804,0.017037547315987146,0.00042121942594049237,0.0002902780185445008,1.4353091799748165e-05
cf_reference,projected_initial,coupled_accepted,cumulative_relative_0,200,1.088119258805258,0.007596568713839181,1.0,0.08811925880525795,0.007596568713839181,0.138740286726603,0.0073380658140732085,0.019248867160980006,0.0020361707101264007
cf_reference,projected_initial,coupled_accepted,baseline_relative_ISE_0,200,0.04944468299415495,0.0028963974434860654,,,,,,,
cf_reference,projected_initial,coupled_accepted,cumulative_relative_1,200,3.3316014088024195,0.059298762801758984,1.0,2.3316014088024195,0.059298762801758984,2.477118777980471,0.06640429816139358,6.1361174402234635,0.32898266782840424
cf_reference,projected_initial,coupled_accepted,baseline_relative_ISE_1,200,8.958280642652257,0.5518207187076684,,,,,,,
cf_reference,projected_initial,coupled_accepted,prediction_mse,200,0.27188697157172553,0.0009097238606163872,,,,,,,
cf_reference,projected_initial,coupled_accepted,negative_prediction_fraction,200,0.0,0.0,,,,,,,
cf_reference,coupled,coupled_accepted,treatment_0,200,-0.36039723592768896,0.008288570402644534,-0.35,-0.010397235927688977,0.008288570402644534,0.11738603826492924,0.005172513903856792,0.013779481979535433,0.0012143618300880237
cf_reference,coupled,coupled_accepted,FEV10_0,200,-0.18059478111493577,0.0020416754113429525,-0.18,-0.000594781114935771,0.0020416754113429525,0.028807516782011683,0.0015807662404284544,0.0008298730231458848,9.107589999916043e-05
cf_reference,coupled,coupled_accepted,treatment_1,200,0.044848508067383504,0.008604872704648403,0.05,-0.0051514919326164895,0.008604872704648403,0.1214959295100426,0.005896935972716765,0.014761260887509238,0.001432907434532861
cf_reference,coupled,coupled_accepted,FEV10_1,200,0.07826219773087029,0.001711533919114063,0.08,-0.0017378022691297195,0.001711533919114063,0.02420661644315255,0.001154366999144789,0.0005859602796259033,5.5886638365861826e-05
